Time (s),i,ii,iii,avr,avl,avf,v1,v2,v3,v4,v5,v6
4.157,-0.0705,-0.112,-0.0415,0.091,-0.0145,-0.0765,-0.284,-0.27,-0.287,-0.3335,-0.3475,-0.0935
4.158,-0.0765,-0.1165,-0.04,0.096,-0.0185,-0.078,-0.2835,-0.274,-0.29,-0.335,-0.3425,-0.091
4.159,-0.078,-0.118,-0.04,0.0975,-0.019,-0.079,-0.2855,-0.2725,-0.2855,-0.3305,-0.3445,-0.091
4.16,-0.075,-0.1105,-0.0355,0.0925,-0.0195,-0.0725,-0.283,-0.2675,-0.279,-0.327,-0.347,-0.0855
4.161,-0.0735,-0.111,-0.038,0.092,-0.018,-0.074,-0.2835,-0.269,-0.2825,-0.3295,-0.345,-0.0875
4.162,-0.0755,-0.1095,-0.034,0.092,-0.0205,-0.0715,-0.284,-0.264,-0.278,-0.3255,-0.343,-0.09
4.163,-0.069,-0.106,-0.037,0.087,-0.016,-0.071,-0.287,-0.269,-0.2805,-0.3275,-0.3515,-0.098
4.164,-0.0695,-0.1115,-0.042,0.09,-0.0135,-0.0765,-0.2875,-0.268,-0.2825,-0.3285,-0.348,-0.0985
4.165,-0.077,-0.1145,-0.037,0.0955,-0.02,-0.0755,-0.284,-0.265,-0.2785,-0.3245,-0.343,-0.089
4.166,-0.072,-0.1135,-0.0415,0.0925,-0.0155,-0.077,-0.283,-0.263,-0.275,-0.3225,-0.347,-0.096
4.167,-0.069,-0.112,-0.0425,0.09,-0.0135,-0.077,-0.2845,-0.2615,-0.274,-0.321,-0.3505,-0.1
4.168,-0.074,-0.1215,-0.048,0.0975,-0.013,-0.0845,-0.292,-0.266,-0.2775,-0.3255,-0.3515,-0.091
4.169,-0.0725,-0.1245,-0.052,0.098,-0.01,-0.088,-0.2925,-0.263,-0.2735,-0.321,-0.336,-0.085
4.17,-0.066,-0.117,-0.051,0.0915,-0.0075,-0.084,-0.291,-0.2625,-0.2715,-0.313,-0.333,-0.0865
4.171,-0.0665,-0.128,-0.0615,0.0975,-0.003,-0.0945,-0.2885,-0.26,-0.2705,-0.317,-0.34,-0.0905
4.172,-0.062,-0.131,-0.0695,0.096,0.0035,-0.1,-0.2855,-0.256,-0.2645,-0.316,-0.339,-0.0915
4.173,-0.0665,-0.131,-0.0645,0.0985,-0.001,-0.0975,-0.2805,-0.2495,-0.259,-0.3065,-0.3355,-0.0835
4.174,-0.0785,-0.1305,-0.0525,0.104,-0.013,-0.0915,-0.275,-0.2455,-0.2585,-0.304,-0.329,-0.0785
4.175,-0.07,-0.114,-0.044,0.0915,-0.013,-0.079,-0.281,-0.2465,-0.256,-0.3015,-0.327,-0.078
4.176,-0.059,-0.097,-0.038,0.0775,-0.0105,-0.067,-0.285,-0.249,-0.255,-0.301,-0.327,-0.0745
4.177,-0.056,-0.0895,-0.0335,0.0725,-0.011,-0.061,-0.284,-0.249,-0.251,-0.3,-0.3285,-0.079
4.178,-0.0535,-0.097,-0.044,0.075,-0.0045,-0.0705,-0.281,-0.2435,-0.244,-0.2955,-0.3275,-0.0835
4.179,-0.056,-0.1005,-0.0445,0.078,-0.0055,-0.0725,-0.2785,-0.243,-0.244,-0.2945,-0.327,-0.0835
4.18,-0.0465,-0.0885,-0.042,0.067,-0.002,-0.065,-0.28,-0.241,-0.242,-0.2935,-0.327,-0.0815
4.181,-0.0465,-0.082,-0.0355,0.064,-0.0055,-0.0585,-0.281,-0.24,-0.2395,-0.29,-0.325,-0.0815
4.182,-0.063,-0.0865,-0.0235,0.0745,-0.0195,-0.055,-0.2795,-0.24,-0.2375,-0.289,-0.3285,-0.088
4.183,-0.0635,-0.091,-0.0275,0.077,-0.018,-0.0595,-0.277,-0.2365,-0.234,-0.287,-0.328,-0.0845
4.184,-0.058,-0.0985,-0.0405,0.078,-0.0085,-0.0695,-0.2795,-0.2345,-0.231,-0.2825,-0.3235,-0.081
4.185,-0.047,-0.1035,-0.0565,0.075,0.005,-0.0795,-0.281,-0.2325,-0.2285,-0.2825,-0.3235,-0.0865
4.186,-0.051,-0.107,-0.056,0.079,0.0025,-0.0815,-0.2905,-0.235,-0.2305,-0.284,-0.3285,-0.0865
4.187,-0.0575,-0.107,-0.0495,0.082,-0.004,-0.078,-0.289,-0.233,-0.2285,-0.2815,-0.326,-0.0835
4.188,-0.0425,-0.088,-0.0455,0.065,0.0015,-0.0665,-0.269,-0.221,-0.2185,-0.2735,-0.3255,-0.0835
4.189,-0.0425,-0.0865,-0.0435,0.064,0.001,-0.065,-0.2775,-0.2275,-0.2245,-0.2775,-0.3315,-0.082
4.19,-0.052,-0.0975,-0.0455,0.0745,-0.0035,-0.071,-0.2865,-0.2255,-0.218,-0.2705,-0.3165,-0.077
4.191,-0.056,-0.1065,-0.0505,0.081,-0.0025,-0.078,-0.2885,-0.2225,-0.214,-0.266,-0.3115,-0.074
4.192,-0.052,-0.114,-0.062,0.0825,0.005,-0.0875,-0.2925,-0.229,-0.2215,-0.2705,-0.3125,-0.0725
4.193,-0.0465,-0.111,-0.0645,0.0785,0.0095,-0.0875,-0.2895,-0.2195,-0.207,-0.2605,-0.31,-0.068
4.194,-0.0515,-0.1095,-0.0575,0.0805,0.003,-0.0835,-0.2885,-0.2195,-0.2015,-0.2565,-0.313,-0.0705
4.195,-0.047,-0.094,-0.0465,0.0705,-0.0005,-0.07,-0.2895,-0.22,-0.2045,-0.257,-0.3115,-0.0725
4.196,-0.044,-0.088,-0.044,0.066,0.0,-0.066,-0.2905,-0.2155,-0.2045,-0.256,-0.309,-0.073
4.197,-0.048,-0.084,-0.036,0.0655,-0.006,-0.06,-0.2935,-0.2175,-0.2045,-0.2555,-0.31,-0.0745
4.198,-0.042,-0.0725,-0.0305,0.057,-0.006,-0.051,-0.298,-0.22,-0.2035,-0.2555,-0.306,-0.07
4.199,-0.0345,-0.0745,-0.04,0.054,0.003,-0.057,-0.294,-0.214,-0.197,-0.2495,-0.303,-0.066
4.2,-0.0335,-0.0775,-0.0445,0.055,0.0055,-0.0605,-0.2925,-0.2115,-0.1955,-0.2485,-0.3075,-0.0665
4.201,-0.0405,-0.087,-0.046,0.0635,0.0025,-0.066,-0.286,-0.207,-0.1915,-0.242,-0.295,-0.067
4.202,-0.046,-0.088,-0.042,0.0665,-0.002,-0.0645,-0.2815,-0.2,-0.182,-0.2315,-0.288,-0.062
4.203,-0.0495,-0.085,-0.0355,0.067,-0.007,-0.06,-0.2865,-0.2025,-0.1815,-0.233,-0.2935,-0.064
4.204,-0.0485,-0.092,-0.0435,0.07,-0.0025,-0.0675,-0.2835,-0.1935,-0.172,-0.2245,-0.2875,-0.063
4.205,-0.04,-0.09,-0.0495,0.065,0.005,-0.0695,-0.2825,-0.187,-0.163,-0.217,-0.2835,-0.0595
4.206,-0.0405,-0.0765,-0.036,0.0585,-0.0025,-0.056,-0.2815,-0.1845,-0.1565,-0.212,-0.2845,-0.0545
4.207,-0.034,-0.0665,-0.0325,0.05,-0.0005,-0.0495,-0.2825,-0.182,-0.153,-0.208,-0.283,-0.0465
4.208,-0.025,-0.0675,-0.0425,0.046,0.009,-0.055,-0.285,-0.183,-0.151,-0.2045,-0.283,-0.0485
4.209,-0.0455,-0.0775,-0.032,0.061,-0.007,-0.0545,-0.2795,-0.1785,-0.145,-0.199,-0.278,-0.0465
4.21,-0.059,-0.0825,-0.023,0.0705,-0.018,-0.0525,-0.274,-0.1715,-0.136,-0.1915,-0.2725,-0.046
4.211,-0.0455,-0.0815,-0.0365,0.0635,-0.0045,-0.0585,-0.2765,-0.17,-0.1305,-0.1865,-0.269,-0.039
4.212,-0.044,-0.0775,-0.033,0.0605,-0.0055,-0.055,-0.2805,-0.1745,-0.1345,-0.189,-0.2675,-0.0325
4.213,-0.038,-0.0715,-0.0335,0.0545,-0.002,-0.0525,-0.2795,-0.169,-0.127,-0.1825,-0.266,-0.033
4.214,-0.036,-0.0765,-0.0405,0.056,0.0025,-0.0585,-0.28,-0.167,-0.1225,-0.1775,-0.2565,-0.0245
4.215,-0.033,-0.08,-0.047,0.056,0.007,-0.0635,-0.281,-0.1665,-0.122,-0.1745,-0.2505,-0.022
4.216,-0.011,-0.0715,-0.061,0.041,0.025,-0.066,-0.284,-0.162,-0.1155,-0.1695,-0.2455,-0.0205
4.217,-0.0065,-0.0595,-0.053,0.033,0.0235,-0.056,-0.287,-0.164,-0.114,-0.168,-0.241,-0.0185
4.218,-0.008,-0.0485,-0.0405,0.028,0.016,-0.044,-0.285,-0.163,-0.1115,-0.1635,-0.2405,-0.013
4.219,-0.0005,-0.0425,-0.042,0.0215,0.0205,-0.042,-0.2875,-0.163,-0.1085,-0.157,-0.2265,-0.004
4.22,-0.0015,-0.042,-0.0405,0.0215,0.0195,-0.041,-0.2875,-0.159,-0.1025,-0.15,-0.218,-0.004
4.221,-0.017,-0.0425,-0.025,0.0295,0.004,-0.0335,-0.284,-0.152,-0.094,-0.141,-0.215,0.003
4.222,-0.016,-0.0435,-0.027,0.0295,0.0055,-0.035,-0.291,-0.155,-0.0945,-0.1395,-0.209,0.007
4.223,-0.003,-0.0345,-0.0315,0.0185,0.014,-0.033,-0.296,-0.1585,-0.096,-0.142,-0.2185,0.0015
4.224,0.0085,-0.0245,-0.0325,0.008,0.0205,-0.028,-0.295,-0.1555,-0.091,-0.1355,-0.2095,0.0085
4.225,0.016,-0.0255,-0.0415,0.0045,0.029,-0.0335,-0.291,-0.148,-0.0835,-0.1255,-0.1865,0.0195
4.226,0.0195,-0.0205,-0.04,0.0005,0.03,-0.03,-0.289,-0.1445,-0.08,-0.121,-0.183,0.0245
4.227,0.022,-0.019,-0.041,-0.002,0.0315,-0.03,-0.293,-0.1435,-0.0765,-0.1155,-0.18,0.028
4.228,0.021,-0.024,-0.045,0.001,0.033,-0.0345,-0.2965,-0.143,-0.073,-0.1105,-0.176,0.03
4.229,0.025,-0.021,-0.0465,-0.0025,0.036,-0.0335,-0.2955,-0.142,-0.0735,-0.1105,-0.169,0.036
4.23,0.0305,-0.018,-0.049,-0.007,0.04,-0.033,-0.2895,-0.1335,-0.064,-0.1025,-0.1545,0.0475
4.231,0.0395,-0.0185,-0.058,-0.011,0.049,-0.038,-0.2925,-0.131,-0.0615,-0.1,-0.1485,0.051
4.232,0.0365,-0.0215,-0.0585,-0.008,0.0475,-0.04,-0.2955,-0.1325,-0.064,-0.0995,-0.1445,0.054
4.233,0.0265,-0.016,-0.0425,-0.006,0.0345,-0.029,-0.293,-0.1325,-0.06,-0.093,-0.14,0.0595
4.234,0.0285,-0.01,-0.0385,-0.0095,0.0335,-0.024,-0.293,-0.13,-0.0575,-0.09,-0.139,0.0585
4.235,0.0355,-0.009,-0.045,-0.0135,0.0405,-0.027,-0.298,-0.131,-0.0585,-0.089,-0.1365,0.0485
4.236,0.0455,0.0005,-0.0455,-0.0235,0.0455,-0.0225,-0.3085,-0.139,-0.0615,-0.092,-0.14,0.045
4.237,0.0475,0.003,-0.045,-0.0255,0.0465,-0.021,-0.3025,-0.133,-0.0545,-0.084,-0.1295,0.074
4.238,0.049,-0.001,-0.0505,-0.025,0.05,-0.0255,-0.299,-0.1295,-0.0495,-0.076,-0.1175,0.085
4.239,0.057,-0.002,-0.0595,-0.0275,0.0585,-0.0305,-0.306,-0.132,-0.0495,-0.076,-0.1175,0.077
4.24,0.0535,0.0025,-0.0515,-0.0285,0.053,-0.0245,-0.3085,-0.1335,-0.051,-0.0745,-0.1175,0.0745
4.241,0.0505,0.006,-0.045,-0.029,0.048,-0.0195,-0.3115,-0.1375,-0.0535,-0.076,-0.118,0.0755
4.242,0.0525,-0.018,-0.071,-0.018,0.062,-0.044,-0.303,-0.1265,-0.043,-0.066,-0.1035,0.0885
4.243,0.0585,-0.027,-0.0855,-0.0165,0.072,-0.056,-0.2945,-0.119,-0.0365,-0.057,-0.094,0.0955
4.244,0.0595,-0.0055,-0.0655,-0.0275,0.063,-0.0355,-0.3005,-0.123,-0.04,-0.062,-0.094,0.096
4.245,0.062,0.0055,-0.057,-0.034,0.06,-0.0255,-0.3085,-0.1275,-0.044,-0.0645,-0.095,0.0925
4.246,0.0665,0.016,-0.051,-0.042,0.0595,-0.0175,-0.3145,-0.1345,-0.048,-0.0685,-0.1,0.088
4.247,0.062,0.008,-0.0545,-0.0355,0.0585,-0.023,-0.3125,-0.14,-0.0515,-0.069,-0.0995,0.0895
4.248,0.062,-0.011,-0.0735,-0.026,0.068,-0.042,-0.3085,-0.136,-0.0495,-0.063,-0.085,0.1
4.249,0.063,0.0045,-0.059,-0.034,0.061,-0.027,-0.31,-0.1285,-0.043,-0.0605,-0.0825,0.1015
4.25,0.07,0.0155,-0.0555,-0.0435,0.063,-0.02,-0.3115,-0.1305,-0.0425,-0.059,-0.088,0.1045
4.251,0.076,0.0275,-0.0485,-0.0525,0.0625,-0.01,-0.3165,-0.137,-0.0475,-0.062,-0.0815,0.109
4.252,0.0685,0.039,-0.03,-0.0545,0.0495,0.0045,-0.321,-0.14,-0.052,-0.066,-0.0825,0.1025
4.253,0.0685,0.0355,-0.034,-0.0525,0.0515,0.001,-0.3185,-0.1405,-0.054,-0.065,-0.0815,0.1045
4.254,0.0805,0.0475,-0.033,-0.0645,0.057,0.0075,-0.321,-0.143,-0.0555,-0.068,-0.085,0.1065
4.255,0.0875,0.0495,-0.038,-0.069,0.063,0.006,-0.327,-0.1495,-0.0615,-0.0755,-0.087,0.106
4.256,0.087,0.0405,-0.047,-0.064,0.067,-0.003,-0.326,-0.152,-0.063,-0.0745,-0.081,0.106
4.257,0.084,0.0325,-0.0515,-0.0585,0.068,-0.0095,-0.326,-0.1485,-0.059,-0.0725,-0.0805,0.107
4.258,0.076,0.0295,-0.0475,-0.053,0.062,-0.0085,-0.3275,-0.1515,-0.0615,-0.0745,-0.082,0.105
4.259,0.072,0.031,-0.042,-0.052,0.0575,-0.005,-0.3285,-0.1555,-0.0655,-0.077,-0.082,0.107
4.26,0.0715,0.028,-0.044,-0.0505,0.0585,-0.008,-0.334,-0.159,-0.071,-0.081,-0.08,0.1095
4.261,0.0715,0.0225,-0.0495,-0.0475,0.061,-0.0135,-0.335,-0.163,-0.0755,-0.083,-0.0815,0.1055
4.262,0.081,0.022,-0.059,-0.052,0.0705,-0.018,-0.337,-0.163,-0.076,-0.0855,-0.0825,0.1075
4.263,0.08,0.0205,-0.06,-0.0505,0.07,-0.0195,-0.3365,-0.1635,-0.0775,-0.088,-0.0785,0.1135
4.264,0.078,0.019,-0.06,-0.049,0.069,-0.02,-0.3305,-0.164,-0.078,-0.0825,-0.0735,0.1195
4.265,0.0845,0.0205,-0.0645,-0.053,0.075,-0.022,-0.337,-0.1675,-0.081,-0.0885,-0.078,0.115
4.266,0.0865,0.0225,-0.0645,-0.055,0.0755,-0.0205,-0.336,-0.1705,-0.082,-0.0955,-0.0825,0.1065
4.267,0.093,0.0255,-0.068,-0.06,0.081,-0.021,-0.3305,-0.1615,-0.0765,-0.0885,-0.0805,0.1105
4.268,0.0855,0.02,-0.066,-0.0535,0.076,-0.023,-0.329,-0.1645,-0.081,-0.093,-0.0785,0.1095
4.269,0.085,0.0185,-0.067,-0.052,0.076,-0.024,-0.332,-0.174,-0.0915,-0.101,-0.083,0.1045
4.27,0.082,0.029,-0.053,-0.056,0.0675,-0.012,-0.3385,-0.1795,-0.099,-0.1075,-0.0915,0.099
4.271,0.077,0.0325,-0.045,-0.0555,0.0615,-0.006,-0.342,-0.1875,-0.106,-0.1155,-0.1005,0.092
4.272,0.0925,0.0305,-0.0625,-0.062,0.078,-0.016,-0.345,-0.1865,-0.1065,-0.1185,-0.103,0.096
4.273,0.0965,0.0285,-0.0685,-0.063,0.0825,-0.0195,-0.3395,-0.184,-0.104,-0.1175,-0.0935,0.1
4.274,0.0855,0.024,-0.062,-0.0555,0.074,-0.0185,-0.334,-0.1815,-0.1035,-0.115,-0.0935,0.0985
4.275,0.0795,0.024,-0.056,-0.052,0.068,-0.016,-0.3365,-0.1835,-0.1085,-0.1205,-0.098,0.0935
4.276,0.073,0.012,-0.0615,-0.043,0.0675,-0.024,-0.334,-0.186,-0.1145,-0.1255,-0.1055,0.086
4.277,0.054,0.0115,-0.043,-0.033,0.0485,-0.0155,-0.329,-0.1835,-0.1135,-0.1235,-0.1035,0.091
4.278,0.04,0.0135,-0.027,-0.027,0.034,-0.0065,-0.331,-0.185,-0.1145,-0.1265,-0.107,0.0925
4.279,0.0415,0.004,-0.038,-0.0235,0.04,-0.0165,-0.336,-0.1885,-0.119,-0.13,-0.111,0.089
4.28,0.0455,0.0065,-0.0395,-0.0265,0.0425,-0.016,-0.332,-0.188,-0.119,-0.132,-0.1045,0.0835
4.281,0.046,0.0,-0.0465,-0.0235,0.0465,-0.023,-0.3255,-0.1885,-0.122,-0.134,-0.116,0.0795
4.282,0.0505,-0.0045,-0.056,-0.0235,0.0535,-0.03,-0.3335,-0.1935,-0.1285,-0.1375,-0.1125,0.092
4.283,0.0495,-0.0055,-0.056,-0.0225,0.053,-0.0305,-0.3365,-0.1965,-0.132,-0.143,-0.1075,0.09
4.284,0.0445,-0.0145,-0.0595,-0.0155,0.052,-0.0365,-0.3315,-0.198,-0.135,-0.1465,-0.1155,0.0835
4.285,0.047,-0.0155,-0.063,-0.016,0.055,-0.039,-0.3405,-0.206,-0.1435,-0.1545,-0.12,0.08
4.286,0.0425,-0.0115,-0.0545,-0.016,0.0485,-0.0325,-0.3455,-0.214,-0.1505,-0.16,-0.126,0.074
4.287,0.0275,-0.021,-0.049,-0.004,0.0385,-0.0345,-0.34,-0.2135,-0.153,-0.162,-0.129,0.075
4.288,0.027,-0.029,-0.0565,0.0005,0.042,-0.0425,-0.337,-0.2095,-0.152,-0.1625,-0.1315,0.073
4.289,0.0405,-0.022,-0.063,-0.0095,0.052,-0.0425,-0.331,-0.21,-0.1505,-0.1615,-0.1315,0.0735
4.29,0.044,-0.0165,-0.061,-0.0145,0.053,-0.0385,-0.3295,-0.2115,-0.152,-0.165,-0.1355,0.0715
4.291,0.0405,-0.005,-0.046,-0.0185,0.0435,-0.025,-0.332,-0.2155,-0.1555,-0.1695,-0.14,0.0705
4.292,0.0455,-0.0045,-0.051,-0.021,0.0485,-0.0275,-0.3285,-0.217,-0.1545,-0.1705,-0.138,0.07
4.293,0.0445,-0.0195,-0.064,-0.013,0.0545,-0.0415,-0.3245,-0.2145,-0.151,-0.1675,-0.14,0.07
4.294,0.0405,-0.0165,-0.057,-0.0125,0.049,-0.0365,-0.327,-0.2175,-0.155,-0.1715,-0.1445,0.0635
4.295,0.039,-0.008,-0.0475,-0.016,0.0435,-0.0275,-0.327,-0.2205,-0.1605,-0.175,-0.156,0.0515
4.296,0.0385,-0.0125,-0.051,-0.0135,0.045,-0.0315,-0.323,-0.2205,-0.161,-0.1755,-0.159,0.0565
4.297,0.0435,-0.019,-0.063,-0.0125,0.0535,-0.0405,-0.3185,-0.218,-0.1605,-0.1755,-0.146,0.0595
4.298,0.0265,-0.0205,-0.0475,-0.0035,0.0375,-0.034,-0.313,-0.216,-0.1605,-0.174,-0.15,0.0565
4.299,0.017,-0.0305,-0.048,0.0065,0.0325,-0.039,-0.3215,-0.223,-0.168,-0.181,-0.1595,0.053
4.3,0.025,-0.0405,-0.066,0.0075,0.0455,-0.053,-0.329,-0.2315,-0.175,-0.186,-0.1625,0.049
4.301,0.0255,-0.0445,-0.07,0.009,0.048,-0.057,-0.3335,-0.231,-0.1765,-0.1895,-0.1695,0.045
4.302,0.03,-0.0425,-0.073,0.0055,0.052,-0.0575,-0.339,-0.2355,-0.1835,-0.194,-0.1745,0.041
4.303,0.0235,-0.0345,-0.059,0.005,0.0415,-0.0465,-0.334,-0.239,-0.184,-0.193,-0.1745,0.041
4.304,0.0055,-0.0345,-0.04,0.0145,0.023,-0.037,-0.3305,-0.2345,-0.184,-0.1965,-0.183,0.0305
4.305,-0.001,-0.036,-0.035,0.0185,0.017,-0.0355,-0.3265,-0.2375,-0.191,-0.203,-0.189,0.027
4.306,0.0055,-0.0315,-0.0375,0.013,0.0215,-0.0345,-0.3255,-0.2425,-0.189,-0.203,-0.1855,0.029
4.307,0.012,-0.0335,-0.0455,0.0105,0.029,-0.0395,-0.3265,-0.242,-0.195,-0.208,-0.1915,0.0235
4.308,0.019,-0.0405,-0.06,0.0105,0.0395,-0.05,-0.331,-0.246,-0.203,-0.2145,-0.1975,0.018
4.309,0.023,-0.0385,-0.062,0.0075,0.0425,-0.05,-0.335,-0.251,-0.2045,-0.2165,-0.2015,0.015
4.31,0.008,-0.039,-0.0465,0.0155,0.0275,-0.0425,-0.3325,-0.2595,-0.214,-0.2235,-0.205,0.014
4.311,-0.003,-0.038,-0.0355,0.0205,0.016,-0.0365,-0.3285,-0.2565,-0.213,-0.223,-0.205,0.0145
4.312,-0.0045,-0.042,-0.0375,0.023,0.0165,-0.0395,-0.336,-0.2525,-0.2125,-0.2235,-0.209,0.0125
4.313,-0.0165,-0.0605,-0.0445,0.0385,0.014,-0.0525,-0.343,-0.2645,-0.223,-0.235,-0.218,0.005
4.314,-0.0215,-0.0695,-0.048,0.045,0.013,-0.0585,-0.3315,-0.2625,-0.2225,-0.2355,-0.2205,0.005
4.315,-0.027,-0.0625,-0.036,0.0445,0.0045,-0.049,-0.327,-0.2595,-0.22,-0.2325,-0.22,0.007
4.316,-0.025,-0.059,-0.0335,0.0415,0.004,-0.046,-0.329,-0.265,-0.2245,-0.2375,-0.224,0.0045
4.317,-0.0145,-0.053,-0.0385,0.0335,0.012,-0.0455,-0.328,-0.2695,-0.23,-0.2435,-0.2275,0.0
4.318,-0.019,-0.0455,-0.0265,0.032,0.004,-0.036,-0.324,-0.266,-0.228,-0.242,-0.226,0.002
4.319,-0.0245,-0.053,-0.028,0.0385,0.0015,-0.04,-0.322,-0.269,-0.2335,-0.2465,-0.2355,-0.006
4.32,-0.0325,-0.0575,-0.0255,0.0445,-0.0035,-0.041,-0.328,-0.2765,-0.2425,-0.2555,-0.251,-0.0185
4.321,-0.034,-0.05,-0.0155,0.0415,-0.009,-0.0325,-0.328,-0.2785,-0.2435,-0.257,-0.25,-0.0205
4.322,-0.0305,-0.041,-0.0105,0.0355,-0.01,-0.0255,-0.3265,-0.2795,-0.2455,-0.259,-0.2485,-0.019
4.323,-0.032,-0.0345,-0.0025,0.033,-0.015,-0.018,-0.3255,-0.28,-0.2465,-0.26,-0.248,-0.0155
4.324,-0.029,-0.044,-0.015,0.036,-0.007,-0.029,-0.328,-0.2865,-0.252,-0.267,-0.2525,-0.02
4.325,-0.0255,-0.0685,-0.043,0.047,0.0085,-0.0555,-0.322,-0.2825,-0.249,-0.2665,-0.2535,-0.0165
4.326,-0.0235,-0.0855,-0.0615,0.054,0.019,-0.0735,-0.3135,-0.2765,-0.2465,-0.2615,-0.2485,-0.014
4.327,-0.0305,-0.091,-0.06,0.0605,0.0145,-0.0755,-0.3115,-0.275,-0.249,-0.264,-0.2475,-0.014
4.328,-0.0425,-0.086,-0.043,0.064,0.0005,-0.0645,-0.3115,-0.284,-0.257,-0.2725,-0.2525,-0.0145
4.329,-0.04,-0.082,-0.042,0.061,0.001,-0.062,-0.321,-0.291,-0.268,-0.2815,-0.2615,-0.0205
4.33,-0.032,-0.0835,-0.051,0.0575,0.0095,-0.067,-0.3205,-0.289,-0.2665,-0.282,-0.264,-0.026
4.331,-0.0285,-0.079,-0.0505,0.0535,0.011,-0.0645,-0.3205,-0.294,-0.273,-0.2885,-0.2775,-0.0305
4.332,-0.033,-0.0795,-0.047,0.056,0.007,-0.063,-0.3225,-0.296,-0.2775,-0.2945,-0.283,-0.0285
4.333,-0.039,-0.077,-0.038,0.058,-0.0005,-0.057,-0.32,-0.294,-0.2745,-0.2895,-0.27,-0.029
4.334,-0.0465,-0.0695,-0.0235,0.058,-0.0115,-0.046,-0.3175,-0.2965,-0.279,-0.293,-0.2755,-0.029
4.335,-0.0565,-0.065,-0.009,0.0605,-0.0235,-0.037,-0.3155,-0.2985,-0.2795,-0.296,-0.279,-0.0275
4.336,-0.051,-0.0605,-0.01,0.0555,-0.0205,-0.035,-0.317,-0.2945,-0.276,-0.2905,-0.2755,-0.026
4.337,-0.037,-0.0765,-0.04,0.0565,0.0015,-0.058,-0.302,-0.284,-0.2685,-0.2835,-0.268,-0.018
4.338,-0.0335,-0.096,-0.063,0.0645,0.015,-0.0795,-0.2985,-0.2785,-0.261,-0.2785,-0.2625,-0.011
4.339,-0.038,-0.093,-0.0555,0.065,0.009,-0.074,-0.306,-0.291,-0.2735,-0.2905,-0.2705,-0.0185
4.34,-0.039,-0.082,-0.0425,0.06,0.002,-0.062,-0.3115,-0.296,-0.282,-0.2975,-0.2795,-0.0275
4.341,-0.038,-0.074,-0.036,0.056,-0.001,-0.0545,-0.3205,-0.2975,-0.2825,-0.3005,-0.2855,-0.032
4.342,-0.041,-0.085,-0.044,0.0625,0.0015,-0.0645,-0.3155,-0.3045,-0.2895,-0.308,-0.2845,-0.0395
4.343,-0.0455,-0.0935,-0.0475,0.069,0.001,-0.07,-0.3155,-0.3015,-0.2875,-0.3025,-0.277,-0.03
4.344,-0.048,-0.0955,-0.0475,0.0715,-0.0005,-0.071,-0.3155,-0.3,-0.284,-0.3015,-0.272,-0.0185
4.345,-0.0395,-0.0955,-0.056,0.067,0.008,-0.0755,-0.3135,-0.3035,-0.288,-0.3045,-0.2745,-0.023
4.346,-0.043,-0.094,-0.0515,0.0685,0.004,-0.0725,-0.31,-0.301,-0.285,-0.3,-0.273,-0.0215
4.347,-0.045,-0.0955,-0.0505,0.07,0.0025,-0.073,-0.308,-0.2985,-0.283,-0.2995,-0.2735,-0.0225
4.348,-0.0245,-0.093,-0.0685,0.0585,0.022,-0.0805,-0.3165,-0.305,-0.289,-0.303,-0.2795,-0.0285
4.349,-0.0305,-0.084,-0.0535,0.057,0.0115,-0.0685,-0.317,-0.3075,-0.2925,-0.307,-0.283,-0.033
4.35,-0.0505,-0.072,-0.021,0.061,-0.0145,-0.0465,-0.31,-0.3035,-0.291,-0.308,-0.2845,-0.0345
4.351,-0.0525,-0.0825,-0.0305,0.067,-0.011,-0.056,-0.306,-0.2985,-0.2855,-0.3025,-0.2815,-0.029
4.352,-0.058,-0.0965,-0.0385,0.077,-0.01,-0.067,-0.309,-0.298,-0.2845,-0.3015,-0.28,-0.0255
4.353,-0.0575,-0.095,-0.0375,0.076,-0.01,-0.066,-0.317,-0.301,-0.2865,-0.303,-0.2825,-0.03
4.354,-0.0495,-0.0935,-0.044,0.071,-0.0025,-0.0685,-0.3275,-0.3065,-0.293,-0.3085,-0.2925,-0.0395
4.355,-0.0435,-0.0875,-0.044,0.0655,0.0,-0.0655,-0.323,-0.312,-0.295,-0.311,-0.2945,-0.0425
4.356,-0.0445,-0.091,-0.0465,0.0675,0.001,-0.0685,-0.3115,-0.302,-0.289,-0.3055,-0.294,-0.0415
4.357,-0.05,-0.1055,-0.0555,0.0775,0.003,-0.08,-0.3075,-0.295,-0.2855,-0.302,-0.2915,-0.041
4.358,-0.0495,-0.117,-0.0675,0.083,0.009,-0.092,-0.307,-0.2985,-0.2855,-0.305,-0.292,-0.0385
4.359,-0.0555,-0.123,-0.0675,0.089,0.006,-0.095,-0.3085,-0.301,-0.291,-0.309,-0.289,-0.033
4.36,-0.059,-0.118,-0.0585,0.088,0.0,-0.088,-0.306,-0.2965,-0.286,-0.3045,-0.2835,-0.0305
4.361,-0.057,-0.112,-0.0545,0.084,-0.001,-0.083,-0.304,-0.2875,-0.2765,-0.2975,-0.295,-0.0355
4.362,-0.0495,-0.109,-0.0595,0.079,0.005,-0.084,-0.301,-0.288,-0.276,-0.2945,-0.2885,-0.032
