time ,I,II,III,AVR,AVL,AVF,V1,V2,V3,V4,V5,V6
7.818,0.001,-0.024,-0.026,0.012,0.014,-0.025,0.022,0.025,-0.01,-0.045,-0.025,-0.055
7.82,0.005,-0.02,-0.025,0.008,0.015,-0.022,0.03,0.025,-0.01,-0.045,-0.025,-0.055
7.822,0.002,-0.019,-0.021,0.009,0.011,-0.02,0.03,0.029,-0.01,-0.045,-0.024,-0.055
7.824,-0.007,-0.027,-0.02,0.017,0.007,-0.023,0.03,0.031,-0.011,-0.045,-0.029,-0.055
7.826,-0.026,-0.047,-0.02,0.036,-0.003,-0.033,0.03,0.027,-0.008,-0.045,-0.029,-0.055
7.828,-0.041,-0.061,-0.02,0.051,-0.011,-0.04,0.03,0.018,-0.005,-0.045,-0.033,-0.055
7.83,-0.035,-0.055,-0.02,0.045,-0.007,-0.037,0.03,0.015,-0.005,-0.045,-0.05,-0.055
7.832,-0.034,-0.055,-0.02,0.044,-0.006,-0.037,0.03,0.03,-0.005,-0.045,-0.047,-0.055
7.834,-0.038,-0.055,-0.017,0.047,-0.01,-0.036,0.03,0.046,-0.005,-0.042,-0.041,-0.055
7.836,-0.04,-0.055,-0.014,0.048,-0.012,-0.035,0.03,0.051,-0.005,-0.039,-0.04,-0.055
7.838,-0.04,-0.055,-0.015,0.048,-0.012,-0.035,0.03,0.05,-0.004,-0.04,-0.039,-0.055
7.84,-0.04,-0.055,-0.015,0.048,-0.012,-0.035,0.03,0.05,0.0,-0.04,-0.035,-0.055
7.842,-0.036,-0.051,-0.015,0.044,-0.01,-0.033,0.03,0.05,0.0,-0.04,-0.035,-0.055
7.844,-0.035,-0.05,-0.015,0.043,-0.01,-0.032,0.03,0.05,0.0,-0.04,-0.033,-0.055
7.846,-0.035,-0.05,-0.015,0.043,-0.01,-0.032,0.03,0.05,0.0,-0.04,-0.027,-0.055
7.848,-0.036,-0.05,-0.014,0.043,-0.011,-0.032,0.03,0.05,0.0,-0.04,-0.025,-0.055
7.85,-0.04,-0.05,-0.01,0.045,-0.015,-0.03,0.03,0.05,0.0,-0.04,-0.025,-0.055
7.852,-0.041,-0.05,-0.01,0.045,-0.015,-0.03,0.03,0.05,0.0,-0.04,-0.021,-0.055
7.854,-0.037,-0.047,-0.01,0.042,-0.013,-0.028,0.028,0.05,0.0,-0.037,-0.02,-0.055
7.856,-0.033,-0.042,-0.01,0.038,-0.011,-0.026,0.038,0.05,0.0,-0.034,-0.018,-0.055
7.858,-0.03,-0.04,-0.01,0.035,-0.01,-0.025,0.052,0.05,0.0,-0.035,-0.015,-0.055
7.86,-0.03,-0.04,-0.01,0.035,-0.01,-0.025,0.05,0.05,0.0,-0.035,-0.015,-0.055
7.862,-0.03,-0.036,-0.006,0.033,-0.012,-0.021,0.05,0.05,0.0,-0.035,-0.015,-0.055
7.864,-0.03,-0.035,-0.005,0.033,-0.012,-0.02,0.05,0.05,0.0,-0.035,-0.015,-0.055
7.866,-0.029,-0.034,-0.005,0.032,-0.011,-0.019,0.05,0.05,0.0,-0.035,-0.015,-0.055
7.868,-0.024,-0.029,-0.005,0.027,-0.009,-0.016,0.05,0.05,0.0,-0.035,-0.014,-0.055
7.87,-0.02,-0.025,-0.005,0.023,-0.007,-0.015,0.05,0.05,0.0,-0.035,-0.01,-0.055
7.872,-0.02,-0.025,-0.005,0.023,-0.007,-0.015,0.05,0.05,0.0,-0.031,-0.01,-0.055
7.874,-0.019,-0.023,-0.004,0.021,-0.007,-0.013,0.05,0.05,0.0,-0.03,-0.01,-0.055
7.876,-0.009,-0.016,-0.007,0.013,-0.001,-0.011,0.05,0.05,0.0,-0.03,-0.01,-0.055
7.878,-0.016,-0.027,-0.01,0.021,-0.003,-0.019,0.05,0.05,0.0,-0.03,-0.01,-0.055
7.88,-0.05,-0.06,-0.01,0.055,-0.02,-0.035,0.05,0.05,0.0,-0.03,-0.01,-0.055
7.882,-0.056,-0.066,-0.01,0.061,-0.023,-0.037,0.05,0.054,0.0,-0.03,-0.01,-0.055
7.884,-0.051,-0.065,-0.013,0.058,-0.019,-0.039,0.05,0.059,0.0,-0.03,-0.007,-0.055
7.886,-0.05,-0.065,-0.015,0.058,-0.017,-0.04,0.05,0.06,0.0,-0.03,-0.004,-0.055
7.888,-0.05,-0.065,-0.015,0.058,-0.017,-0.04,0.05,0.06,0.0,-0.029,-0.005,-0.055
7.89,-0.05,-0.065,-0.015,0.058,-0.017,-0.04,0.05,0.06,0.0,-0.025,-0.005,-0.055
7.892,-0.05,-0.065,-0.015,0.058,-0.017,-0.04,0.05,0.06,0.0,-0.025,-0.005,-0.055
7.894,-0.047,-0.065,-0.018,0.056,-0.014,-0.041,0.05,0.06,0.0,-0.025,-0.006,-0.055
7.896,-0.044,-0.065,-0.021,0.054,-0.011,-0.042,0.05,0.06,0.0,-0.025,-0.003,-0.055
7.898,-0.046,-0.066,-0.02,0.056,-0.013,-0.042,0.05,0.06,0.0,-0.025,0.0,-0.055
7.9,-0.05,-0.07,-0.02,0.06,-0.015,-0.045,0.05,0.06,0.0,-0.025,0.0,-0.055
7.902,-0.046,-0.07,-0.024,0.059,-0.011,-0.047,0.05,0.06,0.0,-0.025,0.0,-0.055
7.904,-0.045,-0.07,-0.025,0.058,-0.01,-0.047,0.05,0.059,0.0,-0.025,0.0,-0.055
7.906,-0.045,-0.07,-0.025,0.058,-0.01,-0.047,0.05,0.063,0.0,-0.025,0.0,-0.055
7.908,-0.045,-0.07,-0.025,0.058,-0.01,-0.047,0.05,0.072,0.001,-0.024,0.0,-0.054
7.91,-0.045,-0.07,-0.025,0.058,-0.01,-0.047,0.05,0.075,0.005,-0.02,0.0,-0.05
7.912,-0.041,-0.07,-0.029,0.055,-0.006,-0.049,0.05,0.074,0.005,-0.02,-0.007,-0.05
7.914,-0.04,-0.071,-0.03,0.056,-0.005,-0.051,0.053,0.081,0.008,-0.017,-0.018,-0.047
7.916,-0.037,-0.067,-0.03,0.052,-0.004,-0.048,0.055,0.088,0.011,-0.014,-0.019,-0.044
7.918,-0.028,-0.058,-0.03,0.043,0.001,-0.044,0.055,0.091,0.01,-0.015,-0.014,-0.045
7.92,-0.02,-0.05,-0.03,0.035,0.005,-0.04,0.055,0.095,0.01,-0.015,-0.015,-0.045
7.922,-0.016,-0.042,-0.026,0.03,0.005,-0.034,0.053,0.095,0.014,-0.011,-0.016,-0.041
7.924,-0.01,-0.034,-0.024,0.022,0.007,-0.029,0.068,0.098,0.016,-0.009,-0.012,-0.039
7.926,-0.001,-0.026,-0.026,0.014,0.013,-0.025,0.075,0.1,0.014,-0.011,-0.009,-0.041
7.928,0.006,-0.018,-0.024,0.006,0.015,-0.021,0.069,0.101,0.016,-0.009,-0.01,-0.039
7.93,0.01,-0.01,-0.02,0.0,0.015,-0.015,0.07,0.105,0.02,-0.005,-0.01,-0.035
7.932,0.014,-0.006,-0.02,-0.004,0.017,-0.012,0.071,0.105,0.02,-0.005,-0.006,-0.035
7.934,0.016,-0.003,-0.02,-0.006,0.019,-0.011,0.067,0.108,0.019,-0.006,-0.005,-0.036
7.936,0.011,-0.01,-0.02,0.0,0.016,-0.015,0.064,0.112,0.022,-0.003,-0.005,-0.033
7.938,-0.004,-0.023,-0.019,0.014,0.007,-0.021,0.065,0.116,0.026,0.0,-0.005,-0.029
7.94,-0.015,-0.03,-0.015,0.023,0.0,-0.022,0.065,0.12,0.025,0.0,-0.005,-0.03
7.942,-0.007,-0.022,-0.015,0.015,0.004,-0.018,0.061,0.118,0.023,0.0,-0.001,-0.031
7.944,-0.001,-0.016,-0.015,0.009,0.007,-0.016,0.06,0.135,0.038,0.003,0.003,-0.024
7.946,0.002,-0.013,-0.015,0.006,0.009,-0.014,0.06,0.15,0.045,0.007,0.007,-0.017
7.948,0.005,-0.009,-0.014,0.002,0.01,-0.011,0.06,0.149,0.039,0.011,0.011,-0.014
7.95,0.005,-0.005,-0.01,0.0,0.008,-0.007,0.06,0.15,0.04,0.015,0.015,-0.01
7.952,0.009,-0.001,-0.01,-0.004,0.01,-0.005,0.056,0.166,0.036,0.019,0.02,-0.002
7.954,0.011,0.001,-0.011,-0.006,0.011,-0.005,0.053,0.173,0.033,0.024,0.018,0.004
7.956,0.024,0.016,-0.008,-0.02,0.016,0.004,0.061,0.166,0.043,0.025,0.027,0.006
7.958,0.054,0.049,-0.005,-0.051,0.029,0.022,0.081,0.177,0.066,0.035,0.051,0.012
7.96,0.08,0.075,-0.005,-0.077,0.042,0.035,0.1,0.215,0.085,0.06,0.07,0.02
7.962,0.077,0.072,-0.005,-0.074,0.041,0.033,0.097,0.221,0.09,0.066,0.075,0.025
7.964,0.075,0.07,-0.006,-0.072,0.04,0.031,0.094,0.219,0.09,0.064,0.074,0.023
7.966,0.071,0.068,-0.003,-0.07,0.037,0.032,0.095,0.221,0.09,0.068,0.077,0.017
7.968,0.064,0.065,0.0,-0.065,0.031,0.032,0.095,0.219,0.089,0.069,0.079,0.016
7.97,0.065,0.065,0.0,-0.065,0.032,0.032,0.095,0.22,0.09,0.07,0.08,0.025
7.972,0.061,0.061,0.0,-0.061,0.03,0.03,0.091,0.232,0.106,0.095,0.1,0.033
7.974,0.061,0.06,-0.001,-0.06,0.031,0.03,0.09,0.24,0.115,0.105,0.113,0.041
7.976,0.056,0.058,0.002,-0.057,0.027,0.03,0.09,0.24,0.114,0.106,0.117,0.049
7.978,0.049,0.055,0.005,-0.053,0.022,0.03,0.09,0.241,0.117,0.111,0.121,0.057
7.98,0.05,0.055,0.005,-0.053,0.022,0.03,0.09,0.245,0.13,0.115,0.125,0.065
7.982,0.043,0.052,0.009,-0.047,0.017,0.031,0.09,0.244,0.131,0.114,0.129,0.074
7.984,0.034,0.044,0.01,-0.039,0.012,0.027,0.087,0.251,0.128,0.121,0.134,0.074
7.986,0.058,0.07,0.012,-0.064,0.023,0.041,0.084,0.256,0.135,0.126,0.133,0.08
7.988,0.116,0.131,0.015,-0.124,0.05,0.073,0.085,0.264,0.156,0.135,0.14,0.101
7.99,0.16,0.175,0.015,-0.168,0.072,0.095,0.085,0.28,0.18,0.16,0.165,0.125
7.992,0.146,0.165,0.019,-0.155,0.063,0.092,0.085,0.277,0.185,0.165,0.171,0.13
7.994,0.132,0.152,0.02,-0.142,0.056,0.086,0.082,0.271,0.185,0.165,0.169,0.129
7.996,0.126,0.147,0.021,-0.136,0.052,0.084,0.079,0.268,0.185,0.165,0.174,0.132
7.998,0.111,0.138,0.027,-0.125,0.042,0.082,0.08,0.264,0.185,0.165,0.181,0.135
8.0,0.105,0.13,0.025,-0.118,0.04,0.077,0.08,0.26,0.185,0.165,0.185,0.135
8.002,0.12,0.122,0.001,-0.121,0.059,0.062,0.08,0.26,0.185,0.169,0.19,0.143
8.004,0.096,0.115,0.019,-0.105,0.039,0.067,0.081,0.257,0.185,0.17,0.187,0.146
8.006,0.045,0.104,0.059,-0.075,-0.007,0.081,0.078,0.253,0.185,0.187,0.202,0.16
8.008,0.053,0.129,0.076,-0.091,-0.012,0.103,0.075,0.249,0.185,0.207,0.221,0.176
8.01,0.125,0.195,0.07,-0.16,0.027,0.132,0.075,0.245,0.185,0.2,0.21,0.165
8.012,0.123,0.188,0.066,-0.156,0.028,0.126,0.071,0.241,0.186,0.195,0.2,0.155
8.014,0.1,0.162,0.062,-0.131,0.018,0.112,0.07,0.237,0.182,0.195,0.206,0.161
8.016,0.127,0.185,0.058,-0.156,0.034,0.121,0.068,0.249,0.195,0.193,0.227,0.182
8.018,0.162,0.217,0.055,-0.19,0.053,0.136,0.065,0.26,0.211,0.19,0.24,0.196
8.02,0.145,0.2,0.055,-0.173,0.045,0.127,0.065,0.245,0.2,0.19,0.23,0.19
8.022,0.14,0.191,0.051,-0.165,0.044,0.121,0.061,0.232,0.191,0.186,0.226,0.186
8.024,0.138,0.185,0.047,-0.162,0.046,0.116,0.059,0.224,0.187,0.181,0.219,0.182
8.026,0.131,0.174,0.043,-0.153,0.044,0.108,0.061,0.215,0.182,0.18,0.213,0.178
8.028,0.124,0.163,0.039,-0.143,0.042,0.1,0.059,0.202,0.173,0.179,0.208,0.174
8.03,0.12,0.155,0.035,-0.138,0.042,0.095,0.055,0.19,0.165,0.175,0.2,0.17
8.032,0.112,0.147,0.035,-0.13,0.038,0.091,0.055,0.182,0.162,0.176,0.196,0.171
8.034,0.107,0.139,0.032,-0.123,0.037,0.085,0.052,0.172,0.151,0.164,0.187,0.162
8.036,0.101,0.131,0.03,-0.116,0.035,0.08,0.05,0.158,0.14,0.148,0.174,0.149
8.038,0.094,0.123,0.029,-0.108,0.032,0.076,0.049,0.148,0.133,0.136,0.162,0.137
8.04,0.09,0.115,0.025,-0.103,0.032,0.07,0.045,0.14,0.125,0.12,0.15,0.125
8.042,0.082,0.107,0.025,-0.095,0.028,0.066,0.045,0.128,0.113,0.107,0.138,0.117
8.044,0.073,0.099,0.026,-0.087,0.023,0.062,0.042,0.115,0.104,0.099,0.125,0.106
8.046,0.069,0.091,0.023,-0.08,0.022,0.057,0.039,0.106,0.096,0.091,0.116,0.095
8.048,0.062,0.082,0.02,-0.072,0.021,0.051,0.04,0.098,0.088,0.083,0.107,0.088
8.05,0.05,0.07,0.02,-0.06,0.015,0.045,0.04,0.09,0.08,0.075,0.095,0.08
8.052,0.046,0.062,0.016,-0.054,0.015,0.038,0.036,0.082,0.072,0.067,0.087,0.068
8.054,0.039,0.055,0.016,-0.047,0.011,0.035,0.035,0.077,0.067,0.059,0.076,0.059
8.056,0.033,0.044,0.011,-0.039,0.011,0.027,0.035,0.072,0.062,0.051,0.065,0.051
8.058,0.01,0.033,0.023,-0.022,-0.007,0.028,0.035,0.063,0.053,0.043,0.059,0.043
8.06,-0.035,0.025,0.06,0.005,-0.048,0.042,0.035,0.055,0.045,0.035,0.055,0.035
8.062,-0.034,0.017,0.05,0.008,-0.043,0.034,0.035,0.051,0.041,0.031,0.051,0.027
8.064,-0.024,0.011,0.035,0.006,-0.029,0.023,0.035,0.047,0.037,0.028,0.047,0.019
8.066,-0.014,0.01,0.025,0.002,-0.019,0.017,0.035,0.043,0.033,0.021,0.043,0.011
8.068,-0.002,0.009,0.012,-0.004,-0.007,0.01,0.035,0.039,0.029,0.014,0.039,0.003
8.07,0.005,0.005,0.0,-0.005,0.002,0.002,0.035,0.035,0.025,0.01,0.035,-0.005
8.072,0.01,0.005,-0.005,-0.007,0.007,0.0,0.035,0.031,0.021,0.006,0.031,-0.013
8.074,0.006,0.002,-0.005,-0.003,0.005,-0.001,0.035,0.026,0.016,0.001,0.027,-0.024
8.076,0.008,0.001,-0.007,-0.004,0.007,-0.003,0.035,0.025,0.015,0.0,0.023,-0.035
8.078,0.008,-0.003,-0.011,-0.003,0.009,-0.007,0.034,0.024,0.014,-0.001,0.02,-0.042
8.08,-0.01,-0.02,-0.01,0.015,0.0,-0.015,0.03,0.02,0.01,-0.005,0.02,-0.05
8.082,-0.025,-0.031,-0.006,0.028,-0.009,-0.019,0.03,0.016,0.006,-0.005,0.016,-0.062
8.084,-0.05,-0.052,-0.002,0.051,-0.024,-0.027,0.03,0.012,0.002,-0.008,0.015,-0.071
8.086,-0.062,-0.06,0.002,0.061,-0.032,-0.029,0.03,0.008,0.0,-0.011,0.013,-0.079
8.088,-0.06,-0.054,0.006,0.057,-0.032,-0.024,0.03,0.005,-0.001,-0.01,0.01,-0.087
8.09,-0.06,-0.055,0.005,0.057,-0.032,-0.025,0.03,0.005,-0.005,-0.01,0.01,-0.09
8.092,-0.045,-0.051,-0.006,0.048,-0.019,-0.029,0.03,0.001,-0.009,-0.014,0.006,-0.09
8.094,-0.028,-0.049,-0.021,0.039,-0.004,-0.035,0.03,-0.003,-0.01,-0.015,0.001,-0.089
8.096,-0.027,-0.051,-0.023,0.039,-0.002,-0.037,0.03,-0.007,-0.011,-0.017,0.0,-0.092
8.098,-0.046,-0.049,-0.003,0.047,-0.021,-0.026,0.03,-0.011,-0.016,-0.02,-0.001,-0.095
8.1,-0.05,-0.045,0.005,0.047,-0.027,-0.02,0.03,-0.015,-0.02,-0.02,-0.005,-0.095
8.102,0.002,-0.045,-0.046,0.022,0.025,-0.046,0.03,-0.015,-0.02,-0.024,-0.005,-0.095
8.104,0.001,-0.046,-0.047,0.022,0.025,-0.046,0.031,-0.018,-0.023,-0.026,-0.008,-0.098
8.106,-0.026,-0.043,-0.017,0.035,-0.004,-0.03,0.028,-0.021,-0.027,-0.024,-0.01,-0.101
8.108,-0.039,-0.04,-0.001,0.04,-0.019,-0.02,0.025,-0.02,-0.031,-0.027,-0.011,-0.1
8.11,-0.06,-0.04,0.02,0.05,-0.04,-0.01,0.025,-0.02,-0.035,-0.035,-0.02,-0.1
8.112,-0.084,-0.04,0.043,0.062,-0.064,0.001,0.025,-0.02,-0.035,-0.031,-0.028,-0.1
8.114,-0.072,-0.037,0.035,0.054,-0.054,-0.001,0.025,-0.019,-0.038,-0.029,-0.034,-0.097
8.116,-0.052,-0.034,0.018,0.043,-0.035,-0.008,0.025,-0.022,-0.041,-0.03,-0.035,-0.094
8.118,-0.042,-0.035,0.006,0.039,-0.024,-0.014,0.025,-0.025,-0.04,-0.03,-0.035,-0.095
8.12,-0.02,-0.035,-0.015,0.028,-0.002,-0.025,0.025,-0.025,-0.04,-0.03,-0.035,-0.095
8.122,0.008,-0.031,-0.039,0.012,0.023,-0.035,0.025,-0.025,-0.04,-0.03,-0.035,-0.095
8.124,-0.001,-0.026,-0.025,0.014,0.012,-0.026,0.022,-0.025,-0.043,-0.03,-0.035,-0.095
8.126,-0.027,-0.025,0.002,0.026,-0.014,-0.011,0.019,-0.025,-0.046,-0.03,-0.035,-0.095
8.128,-0.043,-0.024,0.018,0.033,-0.03,-0.003,0.02,-0.025,-0.045,-0.03,-0.035,-0.095
8.13,-0.05,-0.02,0.03,0.035,-0.04,0.005,0.02,-0.025,-0.045,-0.03,-0.035,-0.095
8.132,-0.055,-0.016,0.039,0.036,-0.047,0.011,0.02,-0.029,-0.045,-0.03,-0.035,-0.095
8.134,-0.05,-0.012,0.038,0.031,-0.043,0.013,0.02,-0.03,-0.044,-0.029,-0.035,-0.095
8.136,-0.058,-0.025,0.033,0.041,-0.045,0.004,0.02,-0.03,-0.047,-0.034,-0.035,-0.095
8.138,-0.088,-0.059,0.029,0.073,-0.058,-0.015,0.02,-0.03,-0.05,-0.041,-0.035,-0.095
8.14,-0.11,-0.085,0.025,0.097,-0.067,-0.03,0.02,-0.03,-0.05,-0.04,-0.035,-0.095
8.142,-0.108,-0.082,0.025,0.094,-0.066,-0.028,0.016,-0.03,-0.05,-0.04,-0.035,-0.095
8.144,-0.098,-0.076,0.023,0.087,-0.06,-0.026,0.015,-0.033,-0.05,-0.04,-0.035,-0.095
8.146,-0.093,-0.075,0.017,0.084,-0.054,-0.029,0.015,-0.036,-0.05,-0.04,-0.035,-0.095
8.148,-0.089,-0.074,0.015,0.081,-0.052,-0.03,0.015,-0.035,-0.05,-0.04,-0.035,-0.095
8.15,-0.085,-0.07,0.015,0.077,-0.05,-0.027,0.015,-0.035,-0.05,-0.04,-0.035,-0.095
8.152,-0.082,-0.07,0.011,0.076,-0.047,-0.029,0.015,-0.035,-0.05,-0.038,-0.035,-0.095
8.154,-0.074,-0.068,0.006,0.07,-0.039,-0.031,0.015,-0.034,-0.049,-0.052,-0.035,-0.095
8.156,-0.069,-0.062,0.006,0.065,-0.037,-0.028,0.014,-0.037,-0.052,-0.063,-0.035,-0.096
8.158,-0.062,-0.06,0.002,0.06,-0.032,-0.029,0.017,-0.031,-0.046,-0.058,-0.035,-0.094
8.16,-0.04,-0.06,-0.02,0.05,-0.01,-0.04,0.015,-0.025,-0.035,-0.06,-0.04,-0.095
8.162,-0.018,-0.056,-0.038,0.037,0.011,-0.046,-0.023,-0.062,-0.068,-0.085,-0.066,-0.12
8.164,-0.017,-0.055,-0.038,0.037,0.011,-0.047,-0.031,-0.072,-0.076,-0.09,-0.069,-0.125
8.166,-0.019,-0.052,-0.033,0.036,0.007,-0.042,-0.024,-0.061,-0.066,-0.082,-0.064,-0.118
8.168,-0.014,-0.043,-0.029,0.028,0.008,-0.035,-0.025,-0.06,-0.065,-0.079,-0.064,-0.121
8.17,-0.01,-0.035,-0.025,0.023,0.008,-0.03,-0.02,-0.06,-0.065,-0.075,-0.06,-0.12
8.172,-0.002,-0.027,-0.025,0.015,0.012,-0.026,-0.02,-0.056,-0.061,-0.075,-0.06,-0.116
8.174,0.002,-0.02,-0.023,0.009,0.013,-0.021,-0.017,-0.055,-0.06,-0.073,-0.061,-0.114
8.176,-0.006,-0.024,-0.017,0.015,0.006,-0.021,-0.015,-0.054,-0.059,-0.067,-0.058,-0.116
8.178,-0.025,-0.04,-0.015,0.033,-0.004,-0.027,-0.014,-0.049,-0.054,-0.065,-0.055,-0.114
8.18,-0.045,-0.06,-0.015,0.053,-0.015,-0.037,-0.01,-0.045,-0.05,-0.065,-0.055,-0.11
8.182,-0.067,-0.078,-0.011,0.073,-0.028,-0.045,-0.01,-0.045,-0.05,-0.061,-0.051,-0.11
8.184,-0.07,-0.076,-0.006,0.073,-0.032,-0.041,-0.007,-0.042,-0.047,-0.056,-0.049,-0.11
8.186,-0.06,-0.065,-0.006,0.063,-0.027,-0.035,-0.005,-0.04,-0.045,-0.055,-0.051,-0.11
8.188,-0.055,-0.058,-0.003,0.057,-0.026,-0.03,-0.004,-0.039,-0.044,-0.054,-0.049,-0.109
8.19,-0.065,-0.05,0.015,0.057,-0.04,-0.017,0.0,-0.035,-0.04,-0.05,-0.045,-0.105
8.192,-0.079,-0.046,0.033,0.062,-0.056,-0.007,0.0,-0.035,-0.04,-0.05,-0.045,-0.105
8.194,-0.073,-0.039,0.034,0.056,-0.053,-0.003,0.0,-0.032,-0.041,-0.047,-0.045,-0.102
8.196,-0.058,-0.031,0.027,0.044,-0.042,-0.001,0.0,-0.029,-0.038,-0.044,-0.045,-0.099
8.198,-0.047,-0.023,0.024,0.035,-0.035,0.0,0.0,-0.03,-0.035,-0.045,-0.045,-0.1
8.2,-0.035,-0.015,0.02,0.025,-0.027,0.002,0.0,-0.03,-0.035,-0.045,-0.045,-0.1
8.202,-0.021,-0.005,0.016,0.012,-0.018,0.005,0.0,-0.026,-0.035,-0.041,-0.045,-0.096
8.204,-0.027,-0.015,0.012,0.021,-0.019,-0.001,-0.001,-0.025,-0.032,-0.039,-0.045,-0.095
8.206,-0.041,-0.034,0.007,0.037,-0.023,-0.013,0.002,-0.023,-0.029,-0.041,-0.045,-0.093
8.208,-0.055,-0.048,0.006,0.051,-0.03,-0.021,0.005,-0.019,-0.03,-0.039,-0.045,-0.089
8.21,-0.085,-0.065,0.02,0.075,-0.052,-0.022,0.005,-0.02,-0.03,-0.035,-0.045,-0.09
8.212,-0.118,-0.084,0.034,0.101,-0.075,-0.025,0.005,-0.021,-0.026,-0.035,-0.045,-0.091
8.214,-0.104,-0.071,0.033,0.087,-0.068,-0.019,0.005,-0.017,-0.024,-0.036,-0.042,-0.087
8.216,-0.068,-0.04,0.028,0.054,-0.047,-0.006,0.005,-0.015,-0.026,-0.033,-0.039,-0.085
8.218,-0.046,-0.022,0.024,0.034,-0.035,0.001,0.005,-0.014,-0.024,-0.03,-0.04,-0.084
8.22,-0.04,-0.02,0.02,0.03,-0.03,0.0,0.005,-0.01,-0.02,-0.03,-0.04,-0.08
8.222,-0.036,-0.02,0.016,0.028,-0.026,-0.001,0.005,-0.01,-0.02,-0.03,-0.036,-0.08
8.224,-0.032,-0.021,0.011,0.026,-0.022,-0.004,0.008,-0.011,-0.021,-0.027,-0.034,-0.081
8.226,-0.028,-0.018,0.01,0.023,-0.019,-0.004,0.011,-0.008,-0.018,-0.023,-0.036,-0.078
8.228,-0.024,-0.015,0.009,0.019,-0.016,-0.002,0.01,-0.005,-0.015,-0.019,-0.034,-0.075
8.23,-0.015,-0.015,0.0,0.015,-0.007,-0.007,0.01,-0.005,-0.015,-0.015,-0.03,-0.075
8.232,-0.005,-0.014,-0.008,0.01,0.002,-0.01,0.01,-0.005,-0.014,-0.014,-0.03,-0.075
8.234,-0.01,-0.026,-0.015,0.018,0.003,-0.02,0.01,-0.005,-0.02,-0.026,-0.03,-0.072
8.236,-0.018,-0.043,-0.025,0.031,0.004,-0.034,0.01,-0.005,-0.03,-0.044,-0.03,-0.069
8.238,-0.021,-0.05,-0.029,0.035,0.004,-0.04,0.01,-0.005,-0.035,-0.049,-0.029,-0.07
8.24,-0.025,-0.045,-0.02,0.035,-0.002,-0.032,0.01,-0.005,-0.03,-0.04,-0.025,-0.07
8.242,-0.029,-0.041,-0.012,0.035,-0.009,-0.026,0.01,-0.005,-0.026,-0.036,-0.021,-0.07
8.244,-0.033,-0.037,-0.004,0.035,-0.014,-0.02,0.007,-0.005,-0.022,-0.033,-0.017,-0.071
8.246,-0.037,-0.033,0.004,0.035,-0.02,-0.014,0.004,-0.005,-0.02,-0.026,-0.013,-0.068
8.248,-0.041,-0.029,0.012,0.035,-0.026,-0.008,0.005,-0.005,-0.019,-0.019,-0.009,-0.065
8.25,-0.045,-0.025,0.02,0.035,-0.032,-0.002,0.005,-0.005,-0.015,-0.015,-0.005,-0.065
8.252,-0.055,-0.025,0.029,0.04,-0.042,0.002,0.005,-0.005,-0.011,-0.01,-0.004,-0.065
8.254,-0.047,-0.022,0.025,0.035,-0.036,0.001,0.005,-0.005,-0.01,-0.015,-0.008,-0.065
8.256,-0.036,-0.019,0.017,0.028,-0.027,-0.001,0.005,-0.005,-0.009,-0.025,-0.011,-0.065
8.258,-0.035,-0.02,0.014,0.027,-0.024,-0.002,0.005,-0.005,-0.004,-0.03,-0.01,-0.065
8.26,-0.03,-0.02,0.01,0.025,-0.02,-0.005,0.005,-0.005,0.0,-0.025,-0.01,-0.065
8.262,-0.022,-0.02,0.002,0.021,-0.012,-0.009,0.005,-0.005,0.001,-0.025,-0.01,-0.061
8.264,-0.017,-0.02,-0.003,0.019,-0.007,-0.011,0.005,-0.005,-0.003,-0.026,-0.01,-0.06
8.266,-0.012,-0.02,-0.008,0.017,-0.002,-0.014,0.005,-0.005,-0.006,-0.023,-0.01,-0.06
8.268,-0.011,-0.019,-0.008,0.015,-0.001,-0.014,0.005,-0.005,-0.005,-0.02,-0.01,-0.06
8.27,-0.025,-0.015,0.01,0.02,-0.017,-0.002,0.005,-0.005,-0.005,-0.02,-0.01,-0.06
8.272,-0.044,-0.015,0.029,0.029,-0.036,0.007,0.001,-0.005,-0.005,-0.02,-0.014,-0.06
8.274,-0.036,-0.015,0.021,0.025,-0.028,0.003,0.0,-0.005,-0.005,-0.017,-0.015,-0.057
8.276,-0.016,-0.015,0.001,0.015,-0.008,-0.006,0.0,-0.005,-0.005,-0.014,-0.015,-0.054
8.278,-0.001,-0.015,-0.014,0.008,0.007,-0.014,0.0,-0.005,-0.006,-0.015,-0.015,-0.055
8.28,0.015,-0.015,-0.03,0.0,0.023,-0.022,0.0,-0.005,-0.01,-0.015,-0.015,-0.055
8.282,0.033,-0.015,-0.048,-0.009,0.041,-0.031,0.0,-0.005,-0.01,-0.011,-0.015,-0.055
8.284,0.034,-0.012,-0.046,-0.011,0.04,-0.029,0.0,-0.005,-0.01,-0.009,-0.015,-0.055
8.286,0.026,-0.009,-0.035,-0.008,0.031,-0.022,0.0,-0.005,-0.01,-0.011,-0.015,-0.055
8.288,0.018,-0.01,-0.028,-0.004,0.023,-0.019,0.0,-0.006,-0.01,-0.009,-0.016,-0.055
8.29,0.01,-0.01,-0.02,0.0,0.015,-0.015,0.0,-0.01,-0.01,-0.005,-0.02,-0.055
8.292,0.002,-0.01,-0.012,0.004,0.007,-0.011,0.0,-0.01,-0.01,-0.005,-0.02,-0.055
